realization_id,catalogue_kind,event_type,event_label,n_events,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
452,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.108742514381106,0.2187955497698245,4.595663289511656,0.00977930555507509,3175,95,15.706353381600024,0.00038851581124475906,-11.689922100629133,0.11926041123202083,27.29574681717918,1.732121956740512e-05,-19.267950709076445,True,-409.4760188980816,-417.3291955888816,-423.12389230667117,-428.3726718739936,353.54623552412505,3.445586841992591
452,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.60676055649165,0.2358315797715985,5.561653401756782,0.0036514493927656756,3175,98,13.26239037239452,0.0013185861878531324,-9.245959091423629,0.09762033071728116,34.90666264246897,4.855000687393741e-07,-26.87886653436624,True,-416.82684456981633,-423.4580397560136,-434.2801758910508,-438.8533524003079,229.66093515986222,3.0160691851345454
453,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,27.304421610611886,0.19343695641362302,3.592114186230326,0.02712565547197834,3175,95,12.399533775060036,0.0020299037770293783,-8.383102494089144,0.09415129414007536,28.754153134553462,8.769781192653597e-06,-20.726357026450728,True,-408.07283645857433,-414.27260334610435,-422.44991302585106,-428.3726718739933,3.654307786102162,2.919217270478495
453,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.55309037560974,0.2383537664531078,5.681251798238265,0.0032305162020914145,3175,99,14.680231306307064,0.0006489754605451618,-10.663800025336172,0.1069651358823844,35.180329360230985,4.265518016241627e-07,-27.15253325212825,True,-419.0297190202502,-426.3698346734037,-436.6198837003657,-442.3263630580284,236.07981373198066,3.2280487297322464
454,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,28.51476127841438,0.23670801458900873,5.378945680384355,0.004393309897571345,3175,95,15.594550856553042,0.00041085285349075134,-11.57811957558215,0.11841147992442007,28.44746043010855,1.0121235604552588e-05,-20.419664322005815,True,-408.4063252358159,-416.20360066409245,-422.6300554508702,-428.3726718739971,10.392652877447654,3.3872433190381517
454,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.05582648570683,0.24742224055914977,6.121776512330978,0.0020561212648915347,3175,98,15.969420214191814,0.0003406312285386444,-11.952988933220922,0.11754593545350255,40.67831508237509,3.1332379853555614e-08,-32.65051897427236,True,-414.1120225716078,-422.0967326787037,-434.4511801127953,-438.8533524003095,226.7737780668251,3.380663366069096
455,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.142009351271273,0.22969849956669583,5.065094467506372,0.0060564345036204096,3175,94,17.585068786977672,0.00015186259997029312,-13.56863750600678,0.13494623155672333,30.4852902236546,3.898163886537824e-06,-22.457494115551867,True,-402.09821854557674,-410.8907529390656,-417.34086365740404,-424.85820413133774,359.67681372014164,3.729848830834075
455,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,228.75188397369973,0.23768648872655443,5.649486692315849,0.00333736169759053,3175,98,14.236323930433855,0.0008102546595388882,-10.219892649462963,0.10478915272921327,32.47613110805344,1.5289252782006948e-06,-24.448334999950703,True,-419.48627849441436,-426.6044404596313,-435.7243440484411,-438.8533524003076,235.67958748606682,3.158792950827235
456,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.886310305518766,0.2276182978420207,4.973768593199889,0.00664878534862739,3175,95,17.347363043535438,0.00017102829936907694,-13.330931762564546,0.13172081387057397,30.134963068131924,4.594346256496199e-06,-22.10716696002919,True,-407.56625473171744,-416.23993625348515,-422.6337362657834,-428.37267187399493,0.34540188927893317,3.700629108237974
456,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.11907300895174,0.20702144075325404,4.285787693155307,0.013422727144034587,3175,99,11.522125060012968,0.0031477652259427405,-7.505693779042076,0.08395410446759172,36.97959951723658,1.818818531448288e-07,-28.951803409133845,True,-418.43150729771827,-424.19256982772475,-436.92130705633656,-442.32636305802646,230.47390860809585,2.7732575517804605
457,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.151136507385704,0.22383014768423792,4.8095937611853845,0.00786217511866634,3175,95,16.234980322776323,0.00029827634725581247,-12.218549041805431,0.12327434526631213,29.42305664622097,6.413319283513187e-06,-21.395260538118237,True,-406.41317720954015,-414.5306673709283,-421.12470553265064,-428.37267187399374,358.6488179824471,3.511666620156258
457,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.69254159093558,0.21788779314719403,4.747509040255441,0.008388336174732188,3175,98,12.229858242404816,0.0022096323799517203,-8.213426961433925,0.09002018284230838,34.249905737833956,6.62223139869489e-07,-26.22210962973122,True,-417.2417024924937,-423.3566316136961,-434.36665536141066,-438.8533524003117,229.82606024450607,2.885347024568553
458,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.99927961962945,0.25138930374840374,6.06687187575429,0.0021693917769897058,3175,95,17.46242756393849,0.0001614663522888218,-13.445996282967599,0.1325945139388253,29.367318406302275,6.582869273263811e-06,-21.33952229819954,True,-407.6016931044634,-416.3329068864326,-422.2853523076145,-428.372671873992,7.560866305491651,3.690987206865859
458,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.33117882241936,0.1944970338699334,3.7829096184202013,0.02236893937003483,3175,99,11.276457209541604,0.003559167517827099,-7.2600259285707125,0.08216408532829429,35.08054651892303,4.4716957112653807e-07,-27.052750410820295,True,-421.12402811076174,-426.76225671553254,-438.66430137022326,-442.32636305802714,233.47381787108012,2.7617496765840426
459,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.643712670568004,0.2207988414631138,4.6802043255795125,0.00897164212413147,3175,95,16.277906458943562,0.0002919426352929844,-12.26147517797267,0.12360028907564372,29.78828718351872,5.404963402481727e-06,-21.760491075415985,True,-408.0005288341081,-416.13948206357986,-422.89467242586744,-428.37267187399544,358.68925201796395,3.5047151769020566
459,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,214.6277187964125,0.2178521588285687,4.745956310626793,0.008401624063759603,3175,98,10.82722571476188,0.004455513961467283,-6.8107944337909885,0.0796958410473083,29.136223008437923,7.334753034464249e-06,-21.10842690033519,True,-419.62865020912557,-425.0422630665065,-434.19676171334453,-438.85335240030827,222.10052532400456,2.6911998392770955
460,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.20819075533935,0.18637392416217813,3.334583002330495,0.035212259877545164,3175,95,12.314206330168986,0.0021183809919724933,-8.297775049198094,0.09350339160535937,24.775728432971505,5.581233948118268e-05,-16.74793232486877,True,-410.52335237929185,-416.68045554437634,-422.9112165957776,-428.3726718739929,352.7522053532527,2.927880518474907
460,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.65071688748742,0.2388415874218591,5.704530388219356,0.0031543832137729015,3175,98,14.419977769318962,0.0007391653714919618,-10.40354648834807,0.10614097151798757,36.71255013147777,2.0643950818500852e-07,-28.684754023375035,True,-415.4971719853533,-422.7071608700128,-433.8534470510922,-438.8533524003091,229.2253537706777,3.197658156169474
461,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.108262021753397,0.2186781398848214,4.590732370894609,0.00982858432513164,3175,95,14.386745446419809,0.0007515500707773256,-10.370314165448917,0.10924045426358808,26.060406646066554,3.076936711763723e-05,-18.03261053796382,True,-410.0417014547965,-417.2350741780064,-423.0719047778298,-428.3726718739948,4.342729507096697,3.2231687265429585
461,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.82937547682133,0.2272111701169444,5.162491582591104,0.005492310200881646,3175,99,14.153499424649226,0.0008445136044909598,-10.137068143678334,0.10312718904629412,35.76093862613402,3.240586577911705e-07,-27.733142518031286,True,-421.1673363666167,-428.24408607894134,-439.04780567968373,-443.0195102385879,227.81884398205312,3.1100801376374294
462,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.568353278000195,0.19788757828465298,3.7593113893790076,0.022894395482738958,3175,95,13.088177564828356,0.0014385943579899505,-9.071746283857465,0.09938025719501084,27.08430566317179,1.9113774444177076e-05,-19.056509555069056,True,-408.4675847217932,-415.01167350420735,-422.00973755337907,-428.37267187399533,355.01136368897875,3.048864377141469
462,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.4768287520692,0.23643597164152755,5.590196868607322,0.0035462812743587784,3175,98,15.55338524462411,0.00041939698753795624,-11.536953963653218,0.11448363143599377,43.36092629390055,8.708561215735058e-09,-35.33313018579781,True,-410.8992014675088,-418.6758940898209,-432.5796646144591,-438.8533524003088,224.4124051078327,3.34118274903744
463,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.732310332435935,0.20704431418684943,4.115265411561871,0.01594805523080113,3175,95,14.418914147784676,0.0007395585721401221,-10.402482866813784,0.10948471545269824,26.370161577015438,2.664550672078063e-05,-18.342365468912703,True,-409.1617332225078,-416.37119029640013,-422.3468140110155,-428.3726718739948,353.6541297309926,3.228370167804038
463,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.9654921630744,0.22158208774150867,4.909862160788565,0.007108346456676302,3175,98,12.46031183226114,0.0019691448512579196,-8.443880551290249,0.09171648004251642,35.95640238812007,2.9540747008719606e-07,-27.928606280017334,True,-416.0508333764046,-422.2809892925352,-434.02903457046466,-438.8533524003109,229.6455489961729,2.9353210062832225
464,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.587369629865314,0.23822814781581317,5.448254439528281,0.00409231940364815,3175,94,20.503146252886154,3.5301922758006215e-05,-16.486714971915262,0.15733929479606376,34.126326018412556,7.020309555868505e-07,-26.09852991030982,True,-402.9330735783127,-413.1846467047558,-419.996236587519,-424.8582041313378,358.0422110527209,4.1776797830307295
464,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,214.31907975735848,0.25245175890684507,6.373189057515984,0.0015880149090680775,3175,99,16.447976796605303,0.00026814346639909386,-12.431545515634411,0.11984552806625863,38.03223988956097,1.1035294700394928e-07,-30.004443781458235,True,-419.7574384867773,-427.98142688507994,-438.7735584315578,-442.3263630580275,217.87406240582126,3.5114902361430036
465,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.317216953103165,0.23394658582516703,5.254176481848216,0.004991696931252406,3175,94,19.55115807600805,5.682245146849572e-05,-15.534726795037159,0.1500338234036863,32.047947447911156,1.8704132648498012e-06,-24.02015133980842,True,-404.1597054684054,-413.9352845064094,-420.18367919236096,-424.8582041313362,357.94599602016496,4.0703988879778406
465,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.84769830985368,0.20972528548493835,4.39846953717389,0.011969068820925655,3175,98,11.529755936160882,0.003135778005442609,-7.51332465518999,0.08486694750897648,36.733709885824965,2.0437856620930544e-07,-28.70591377772223,True,-416.0654886040629,-421.83036657214336,-434.4323435469754,-438.853352400308,232.96292661470878,2.813657042680963
466,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.08672596254761,0.20377939207511453,3.986499900912312,0.018177948151022853,3175,95,14.122010525977316,0.0008579152299163094,-10.105579245006425,0.10723028712215378,27.243420218616734,1.774862177943787e-05,-19.215624110514,True,-409.43077134997424,-416.4917766129629,-423.0524814592826,-428.3726718739929,0.18059527647539056,3.1606626752017966
466,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.6162267448506,0.24880459356158294,6.190372577734448,0.0019162508772038265,3175,98,17.569028211101,0.00015308547911541159,-13.552596930130107,0.12932015241527403,43.792819794321076,7.083981192610959e-09,-35.76502368621834,True,-410.60001855826243,-419.38453266381293,-432.496428455423,-438.8533524003112,229.15111023874664,3.6998474652543973
467,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.483836989959016,0.23124033298344182,5.133320793436133,0.00564844252711121,3175,95,17.39826712042816,0.00016673021010958142,-13.381835839457267,0.13210733523528007,30.826252334298715,3.321663732188087e-06,-22.79845622619598,True,-406.36289640382154,-415.0620299640356,-421.7760225709709,-428.3726718739953,357.5683489734104,3.682619563234245
467,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.58069673547172,0.20203961808840876,4.082000727731007,0.016511826723449082,3175,99,12.066341457659178,0.002397878888584727,-8.049910176688286,0.08791944940726164,40.459028326047246,3.4783532296870124e-08,-32.43123221794451,True,-417.8575938038798,-423.8907645327094,-438.08710796690343,-442.32636305802953,228.84858416253877,2.88812713660789
468,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.55304486544702,0.2535416936089383,6.171205478216519,0.001948755410526439,3175,95,19.125544817910168,7.029763445833795e-05,-15.109113536939276,0.14522278243736111,32.225347522626635,1.7205708774854833e-06,-24.1975514145239,True,-406.69022235552836,-416.25299476448345,-422.8028961168417,-429.06581905455346,5.8735581683901685,3.9615373329727928
468,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,215.22091625680883,0.2201536792452508,4.846764248522078,0.007580927641343948,3175,99,13.615847935319266,0.0011049845039784866,-9.599416654348374,0.09920967825143101,42.893581239608466,1.088758189750852e-08,-34.86578513150573,True,-416.770818196092,-423.57874216375166,-438.21760881589626,-442.32636305802805,222.29386220507067,3.045889051736025
469,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.92568736385331,0.23969030834346924,5.515338615723587,0.003820544240461724,3175,95,18.837699418320767,8.117934548021359e-05,-14.821268137349875,0.14303713438193832,32.17297687299447,1.7635170214480952e-06,-24.145180764891734,True,-405.729687738245,-415.1485374474054,-421.8161761747422,-428.3726718739938,357.54452394563407,3.9416430907854907
469,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,214.23710461337097,0.22072067136880044,4.8717614769494,0.007390079983628001,3175,98,10.957934380360712,0.0041736380470271065,-6.94150309938982,0.0806579468823116,30.371323707291822,4.11226710665667e-06,-22.343527599189088,True,-420.8971792500397,-426.37614644022005,-436.0828411036856,-438.85335240030906,220.98509612803718,2.7222711475972385
470,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.214552533855592,0.24014244099456142,5.536165628815335,0.00373987848060981,3175,95,16.764268070709136,0.00022892089852851415,-12.747836789738244,0.1272932968933961,29.8104319026055,5.349171608272088e-06,-21.782635794502767,True,-406.507452774986,-414.8895868103406,-421.41266872628876,-428.3726718739945,1.4199508554962388,3.5431527893795547
470,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,226.86733411079769,0.25005711974725636,6.252856313629371,0.00179710125677677,3175,98,14.68218062499102,0.0006483432387003399,-10.665749344020128,0.10807096518933962,36.20356674944276,2.6276606859080606e-07,-28.175770641340023,True,-416.0290825265458,-423.3701728390413,-434.13086590126716,-439.5464995808694,231.494288795302,3.2281280236159176
471,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.208233946497018,0.2282460216909693,5.001239656104425,0.006464788800888054,3175,95,15.21072813686294,0.0004977741646509761,-11.194296855892048,0.11549706342822309,27.633023171666764,1.4801687265829637e-05,-19.60522706356403,True,-409.1610702444011,-416.7664343128326,-422.9775818302345,-428.37267187399505,6.983998454589538,3.3288362894974246
